instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
33504770,130878,TORNTPHARM25SEP3750CE,TORNTPHARM,0.0,2025-09-30,3750.0,0.05,250,CE,NFO-OPT,NFO
33505026,130879,TORNTPHARM25SEP3750PE,TORNTPHARM,0.0,2025-09-30,3750.0,0.05,250,PE,NFO-OPT,NFO
33505282,130880,TORNTPHARM25SEP3850CE,TORNTPHARM,0.0,2025-09-30,3850.0,0.05,250,CE,NFO-OPT,NFO
33505538,130881,TORNTPHARM25SEP3850PE,TORNTPHARM,0.0,2025-09-30,3850.0,0.05,250,PE,NFO-OPT,NFO
33505794,130882,TORNTPHARM25SEP3950CE,TORNTPHARM,0.0,2025-09-30,3950.0,0.05,250,CE,NFO-OPT,NFO
33506050,130883,TORNTPHARM25SEP3950PE,TORNTPHARM,0.0,2025-09-30,3950.0,0.05,250,PE,NFO-OPT,NFO
33506306,130884,TORNTPHARM25SEP4050CE,TORNTPHARM,0.0,2025-09-30,4050.0,0.05,250,CE,NFO-OPT,NFO
33506562,130885,TORNTPHARM25SEP4050PE,TORNTPHARM,0.0,2025-09-30,4050.0,0.05,250,PE,NFO-OPT,NFO
36478210,142493,TORNTPHARM25SEP3000CE,TORNTPHARM,0.0,2025-09-30,3000.0,0.05,250,CE,NFO-OPT,NFO
36478466,142494,TORNTPHARM25SEP3000PE,TORNTPHARM,0.0,2025-09-30,3000.0,0.05,250,PE,NFO-OPT,NFO
36478722,142495,TORNTPHARM25SEP3100CE,TORNTPHARM,0.0,2025-09-30,3100.0,0.05,250,CE,NFO-OPT,NFO
36478978,142496,TORNTPHARM25SEP3100PE,TORNTPHARM,0.0,2025-09-30,3100.0,0.05,250,PE,NFO-OPT,NFO
36479234,142497,TORNTPHARM25SEP3200CE,TORNTPHARM,0.0,2025-09-30,3200.0,0.05,250,CE,NFO-OPT,NFO
36479490,142498,TORNTPHARM25SEP3200PE,TORNTPHARM,0.0,2025-09-30,3200.0,0.05,250,PE,NFO-OPT,NFO
36479746,142499,TORNTPHARM25SEP3300CE,TORNTPHARM,0.0,2025-09-30,3300.0,0.05,250,CE,NFO-OPT,NFO
36480002,142500,TORNTPHARM25SEP3300PE,TORNTPHARM,0.0,2025-09-30,3300.0,0.05,250,PE,NFO-OPT,NFO
36480258,142501,TORNTPHARM25SEP3400CE,TORNTPHARM,0.0,2025-09-30,3400.0,0.05,250,CE,NFO-OPT,NFO
36480514,142502,TORNTPHARM25SEP3400PE,TORNTPHARM,0.0,2025-09-30,3400.0,0.05,250,PE,NFO-OPT,NFO
36480770,142503,TORNTPHARM25SEP3500CE,TORNTPHARM,0.0,2025-09-30,3500.0,0.05,250,CE,NFO-OPT,NFO
36481026,142504,TORNTPHARM25SEP3500PE,TORNTPHARM,0.0,2025-09-30,3500.0,0.05,250,PE,NFO-OPT,NFO
36481282,142505,TORNTPHARM25SEP3600CE,TORNTPHARM,0.0,2025-09-30,3600.0,0.05,250,CE,NFO-OPT,NFO
36481538,142506,TORNTPHARM25SEP3600PE,TORNTPHARM,0.0,2025-09-30,3600.0,0.05,250,PE,NFO-OPT,NFO
36481794,142507,TORNTPHARM25SEP3700CE,TORNTPHARM,0.0,2025-09-30,3700.0,0.05,250,CE,NFO-OPT,NFO
36482050,142508,TORNTPHARM25SEP3700PE,TORNTPHARM,0.0,2025-09-30,3700.0,0.05,250,PE,NFO-OPT,NFO
36482306,142509,TORNTPHARM25SEP3800CE,TORNTPHARM,0.0,2025-09-30,3800.0,0.05,250,CE,NFO-OPT,NFO
36482562,142510,TORNTPHARM25SEP3800PE,TORNTPHARM,0.0,2025-09-30,3800.0,0.05,250,PE,NFO-OPT,NFO
36482818,142511,TORNTPHARM25SEP3900CE,TORNTPHARM,0.0,2025-09-30,3900.0,0.05,250,CE,NFO-OPT,NFO
36483074,142512,TORNTPHARM25SEP3900PE,TORNTPHARM,0.0,2025-09-30,3900.0,0.05,250,PE,NFO-OPT,NFO
36483330,142513,TORNTPHARM25SEP4000CE,TORNTPHARM,0.0,2025-09-30,4000.0,0.05,250,CE,NFO-OPT,NFO
36483586,142514,TORNTPHARM25SEP4000PE,TORNTPHARM,0.0,2025-09-30,4000.0,0.05,250,PE,NFO-OPT,NFO
36483842,142515,TORNTPHARM25SEP4100CE,TORNTPHARM,0.0,2025-09-30,4100.0,0.05,250,CE,NFO-OPT,NFO
36484098,142516,TORNTPHARM25SEP4100PE,TORNTPHARM,0.0,2025-09-30,4100.0,0.05,250,PE,NFO-OPT,NFO
36484354,142517,TORNTPHARM25SEP4200CE,TORNTPHARM,0.0,2025-09-30,4200.0,0.05,250,CE,NFO-OPT,NFO
36484610,142518,TORNTPHARM25SEP4200PE,TORNTPHARM,0.0,2025-09-30,4200.0,0.05,250,PE,NFO-OPT,NFO
33514498,130916,TORNTPHARM25OCT3200CE,TORNTPHARM,0.0,2025-10-28,3200.0,0.05,250,CE,NFO-OPT,NFO
33514754,130917,TORNTPHARM25OCT3200PE,TORNTPHARM,0.0,2025-10-28,3200.0,0.05,250,PE,NFO-OPT,NFO
33515010,130918,TORNTPHARM25OCT3300CE,TORNTPHARM,0.0,2025-10-28,3300.0,0.05,250,CE,NFO-OPT,NFO
33515266,130919,TORNTPHARM25OCT3300PE,TORNTPHARM,0.0,2025-10-28,3300.0,0.05,250,PE,NFO-OPT,NFO
33515522,130920,TORNTPHARM25OCT3400CE,TORNTPHARM,0.0,2025-10-28,3400.0,0.05,250,CE,NFO-OPT,NFO
33515778,130921,TORNTPHARM25OCT3400PE,TORNTPHARM,0.0,2025-10-28,3400.0,0.05,250,PE,NFO-OPT,NFO
33516034,130922,TORNTPHARM25OCT3500CE,TORNTPHARM,0.0,2025-10-28,3500.0,0.05,250,CE,NFO-OPT,NFO
33516290,130923,TORNTPHARM25OCT3500PE,TORNTPHARM,0.0,2025-10-28,3500.0,0.05,250,PE,NFO-OPT,NFO
33516546,130924,TORNTPHARM25OCT3600CE,TORNTPHARM,0.0,2025-10-28,3600.0,0.05,250,CE,NFO-OPT,NFO
33516802,130925,TORNTPHARM25OCT3600PE,TORNTPHARM,0.0,2025-10-28,3600.0,0.05,250,PE,NFO-OPT,NFO
33517058,130926,TORNTPHARM25OCT3700CE,TORNTPHARM,0.0,2025-10-28,3700.0,0.05,250,CE,NFO-OPT,NFO
33517314,130927,TORNTPHARM25OCT3700PE,TORNTPHARM,0.0,2025-10-28,3700.0,0.05,250,PE,NFO-OPT,NFO
33517570,130928,TORNTPHARM25OCT3800CE,TORNTPHARM,0.0,2025-10-28,3800.0,0.05,250,CE,NFO-OPT,NFO
33517826,130929,TORNTPHARM25OCT3800PE,TORNTPHARM,0.0,2025-10-28,3800.0,0.05,250,PE,NFO-OPT,NFO
33518082,130930,TORNTPHARM25OCT3900CE,TORNTPHARM,0.0,2025-10-28,3900.0,0.05,250,CE,NFO-OPT,NFO
33518338,130931,TORNTPHARM25OCT3900PE,TORNTPHARM,0.0,2025-10-28,3900.0,0.05,250,PE,NFO-OPT,NFO
33518594,130932,TORNTPHARM25OCT4000CE,TORNTPHARM,0.0,2025-10-28,4000.0,0.05,250,CE,NFO-OPT,NFO
33518850,130933,TORNTPHARM25OCT4000PE,TORNTPHARM,0.0,2025-10-28,4000.0,0.05,250,PE,NFO-OPT,NFO
36489474,142537,TORNTPOWER25AUG1340CE,TORNTPOWER,0.0,2025-08-28,1340.0,0.05,375,CE,NFO-OPT,NFO
36489730,142538,TORNTPOWER25AUG1340PE,TORNTPOWER,0.0,2025-08-28,1340.0,0.05,375,PE,NFO-OPT,NFO
35678210,139368,TORNTPOWER25AUG1360CE,TORNTPOWER,0.0,2025-08-28,1360.0,0.05,375,CE,NFO-OPT,NFO
35678466,139369,TORNTPOWER25AUG1360PE,TORNTPOWER,0.0,2025-08-28,1360.0,0.05,375,PE,NFO-OPT,NFO
35677698,139366,TORNTPOWER25AUG1320CE,TORNTPOWER,0.0,2025-08-28,1320.0,0.05,375,CE,NFO-OPT,NFO
35677954,139367,TORNTPOWER25AUG1320PE,TORNTPOWER,0.0,2025-08-28,1320.0,0.05,375,PE,NFO-OPT,NFO
36489986,142539,TORNTPOWER25AUG1380CE,TORNTPOWER,0.0,2025-08-28,1380.0,0.05,375,CE,NFO-OPT,NFO
36490242,142540,TORNTPOWER25AUG1380PE,TORNTPOWER,0.0,2025-08-28,1380.0,0.05,375,PE,NFO-OPT,NFO
36488962,142535,TORNTPOWER25AUG1300CE,TORNTPOWER,0.0,2025-08-28,1300.0,0.05,375,CE,NFO-OPT,NFO
36489218,142536,TORNTPOWER25AUG1300PE,TORNTPOWER,0.0,2025-08-28,1300.0,0.05,375,PE,NFO-OPT,NFO
35678722,139370,TORNTPOWER25AUG1400CE,TORNTPOWER,0.0,2025-08-28,1400.0,0.05,375,CE,NFO-OPT,NFO
35678978,139371,TORNTPOWER25AUG1400PE,TORNTPOWER,0.0,2025-08-28,1400.0,0.05,375,PE,NFO-OPT,NFO
35677186,139364,TORNTPOWER25AUG1280CE,TORNTPOWER,0.0,2025-08-28,1280.0,0.05,375,CE,NFO-OPT,NFO
35677442,139365,TORNTPOWER25AUG1280PE,TORNTPOWER,0.0,2025-08-28,1280.0,0.05,375,PE,NFO-OPT,NFO
36490498,142541,TORNTPOWER25AUG1420CE,TORNTPOWER,0.0,2025-08-28,1420.0,0.05,375,CE,NFO-OPT,NFO
36490754,142542,TORNTPOWER25AUG1420PE,TORNTPOWER,0.0,2025-08-28,1420.0,0.05,375,PE,NFO-OPT,NFO
36488450,142533,TORNTPOWER25AUG1260CE,TORNTPOWER,0.0,2025-08-28,1260.0,0.05,375,CE,NFO-OPT,NFO
36488706,142534,TORNTPOWER25AUG1260PE,TORNTPOWER,0.0,2025-08-28,1260.0,0.05,375,PE,NFO-OPT,NFO
35679234,139372,TORNTPOWER25AUG1440CE,TORNTPOWER,0.0,2025-08-28,1440.0,0.05,375,CE,NFO-OPT,NFO
35679490,139373,TORNTPOWER25AUG1440PE,TORNTPOWER,0.0,2025-08-28,1440.0,0.05,375,PE,NFO-OPT,NFO
35676674,139362,TORNTPOWER25AUG1240CE,TORNTPOWER,0.0,2025-08-28,1240.0,0.05,375,CE,NFO-OPT,NFO
35676930,139363,TORNTPOWER25AUG1240PE,TORNTPOWER,0.0,2025-08-28,1240.0,0.05,375,PE,NFO-OPT,NFO
36491010,142543,TORNTPOWER25AUG1460CE,TORNTPOWER,0.0,2025-08-28,1460.0,0.05,375,CE,NFO-OPT,NFO
36491266,142544,TORNTPOWER25AUG1460PE,TORNTPOWER,0.0,2025-08-28,1460.0,0.05,375,PE,NFO-OPT,NFO
36487938,142531,TORNTPOWER25AUG1220CE,TORNTPOWER,0.0,2025-08-28,1220.0,0.05,375,CE,NFO-OPT,NFO
36488194,142532,TORNTPOWER25AUG1220PE,TORNTPOWER,0.0,2025-08-28,1220.0,0.05,375,PE,NFO-OPT,NFO
35679746,139374,TORNTPOWER25AUG1480CE,TORNTPOWER,0.0,2025-08-28,1480.0,0.05,375,CE,NFO-OPT,NFO
35680002,139375,TORNTPOWER25AUG1480PE,TORNTPOWER,0.0,2025-08-28,1480.0,0.05,375,PE,NFO-OPT,NFO
35676162,139360,TORNTPOWER25AUG1200CE,TORNTPOWER,0.0,2025-08-28,1200.0,0.05,375,CE,NFO-OPT,NFO
35676418,139361,TORNTPOWER25AUG1200PE,TORNTPOWER,0.0,2025-08-28,1200.0,0.05,375,PE,NFO-OPT,NFO
36491778,142546,TORNTPOWER25AUG1500PE,TORNTPOWER,0.0,2025-08-28,1500.0,0.05,375,PE,NFO-OPT,NFO
35681794,139382,TORNTPOWER25AUG1640CE,TORNTPOWER,0.0,2025-08-28,1640.0,0.05,375,CE,NFO-OPT,NFO
36493058,142551,TORNTPOWER25AUG1620CE,TORNTPOWER,0.0,2025-08-28,1620.0,0.05,375,CE,NFO-OPT,NFO
35681282,139380,TORNTPOWER25AUG1600CE,TORNTPOWER,0.0,2025-08-28,1600.0,0.05,375,CE,NFO-OPT,NFO
36492546,142549,TORNTPOWER25AUG1580CE,TORNTPOWER,0.0,2025-08-28,1580.0,0.05,375,CE,NFO-OPT,NFO
35680770,139378,TORNTPOWER25AUG1560CE,TORNTPOWER,0.0,2025-08-28,1560.0,0.05,375,CE,NFO-OPT,NFO
35681026,139379,TORNTPOWER25AUG1560PE,TORNTPOWER,0.0,2025-08-28,1560.0,0.05,375,PE,NFO-OPT,NFO
36492034,142547,TORNTPOWER25AUG1540CE,TORNTPOWER,0.0,2025-08-28,1540.0,0.05,375,CE,NFO-OPT,NFO
35680258,139376,TORNTPOWER25AUG1520CE,TORNTPOWER,0.0,2025-08-28,1520.0,0.05,375,CE,NFO-OPT,NFO
35680514,139377,TORNTPOWER25AUG1520PE,TORNTPOWER,0.0,2025-08-28,1520.0,0.05,375,PE,NFO-OPT,NFO
36491522,142545,TORNTPOWER25AUG1500CE,TORNTPOWER,0.0,2025-08-28,1500.0,0.05,375,CE,NFO-OPT,NFO
36487426,142529,TORNTPOWER25AUG1180CE,TORNTPOWER,0.0,2025-08-28,1180.0,0.05,375,CE,NFO-OPT,NFO
36487682,142530,TORNTPOWER25AUG1180PE,TORNTPOWER,0.0,2025-08-28,1180.0,0.05,375,PE,NFO-OPT,NFO
35675650,139358,TORNTPOWER25AUG1160CE,TORNTPOWER,0.0,2025-08-28,1160.0,0.05,375,CE,NFO-OPT,NFO
35675906,139359,TORNTPOWER25AUG1160PE,TORNTPOWER,0.0,2025-08-28,1160.0,0.05,375,PE,NFO-OPT,NFO
36486914,142527,TORNTPOWER25AUG1140CE,TORNTPOWER,0.0,2025-08-28,1140.0,0.05,375,CE,NFO-OPT,NFO
36487170,142528,TORNTPOWER25AUG1140PE,TORNTPOWER,0.0,2025-08-28,1140.0,0.05,375,PE,NFO-OPT,NFO
35675138,139356,TORNTPOWER25AUG1120CE,TORNTPOWER,0.0,2025-08-28,1120.0,0.05,375,CE,NFO-OPT,NFO
35675394,139357,TORNTPOWER25AUG1120PE,TORNTPOWER,0.0,2025-08-28,1120.0,0.05,375,PE,NFO-OPT,NFO
35674626,139354,TORNTPOWER25AUG1080CE,TORNTPOWER,0.0,2025-08-28,1080.0,0.05,375,CE,NFO-OPT,NFO
35674882,139355,TORNTPOWER25AUG1080PE,TORNTPOWER,0.0,2025-08-28,1080.0,0.05,375,PE,NFO-OPT,NFO
33526786,130964,TORNTPOWER25SEP1140CE,TORNTPOWER,0.0,2025-09-30,1140.0,0.05,375,CE,NFO-OPT,NFO
33527042,130965,TORNTPOWER25SEP1140PE,TORNTPOWER,0.0,2025-09-30,1140.0,0.05,375,PE,NFO-OPT,NFO
33527298,130966,TORNTPOWER25SEP1180CE,TORNTPOWER,0.0,2025-09-30,1180.0,0.05,375,CE,NFO-OPT,NFO
33527554,130967,TORNTPOWER25SEP1180PE,TORNTPOWER,0.0,2025-09-30,1180.0,0.05,375,PE,NFO-OPT,NFO
33530626,130979,TORNTPOWER25SEP1220CE,TORNTPOWER,0.0,2025-09-30,1220.0,0.05,375,CE,NFO-OPT,NFO
33531138,130981,TORNTPOWER25SEP1220PE,TORNTPOWER,0.0,2025-09-30,1220.0,0.05,375,PE,NFO-OPT,NFO
33531394,130982,TORNTPOWER25SEP1260CE,TORNTPOWER,0.0,2025-09-30,1260.0,0.05,375,CE,NFO-OPT,NFO
33531906,130984,TORNTPOWER25SEP1260PE,TORNTPOWER,0.0,2025-09-30,1260.0,0.05,375,PE,NFO-OPT,NFO
33532674,130987,TORNTPOWER25SEP1300CE,TORNTPOWER,0.0,2025-09-30,1300.0,0.05,375,CE,NFO-OPT,NFO
33532930,130988,TORNTPOWER25SEP1300PE,TORNTPOWER,0.0,2025-09-30,1300.0,0.05,375,PE,NFO-OPT,NFO
33535490,130998,TORNTPOWER25SEP1340CE,TORNTPOWER,0.0,2025-09-30,1340.0,0.05,375,CE,NFO-OPT,NFO
33535746,130999,TORNTPOWER25SEP1340PE,TORNTPOWER,0.0,2025-09-30,1340.0,0.05,375,PE,NFO-OPT,NFO
33545474,131037,TORNTPOWER25SEP1380CE,TORNTPOWER,0.0,2025-09-30,1380.0,0.05,375,CE,NFO-OPT,NFO
33545730,131038,TORNTPOWER25SEP1380PE,TORNTPOWER,0.0,2025-09-30,1380.0,0.05,375,PE,NFO-OPT,NFO
33548034,131047,TORNTPOWER25SEP1420CE,TORNTPOWER,0.0,2025-09-30,1420.0,0.05,375,CE,NFO-OPT,NFO
33560834,131097,TORNTPOWER25SEP1420PE,TORNTPOWER,0.0,2025-09-30,1420.0,0.05,375,PE,NFO-OPT,NFO
33561090,131098,TORNTPOWER25SEP1460CE,TORNTPOWER,0.0,2025-09-30,1460.0,0.05,375,CE,NFO-OPT,NFO
33561346,131099,TORNTPOWER25SEP1460PE,TORNTPOWER,0.0,2025-09-30,1460.0,0.05,375,PE,NFO-OPT,NFO
33561602,131100,TORNTPOWER25SEP1500CE,TORNTPOWER,0.0,2025-09-30,1500.0,0.05,375,CE,NFO-OPT,NFO
33561858,131101,TORNTPOWER25SEP1500PE,TORNTPOWER,0.0,2025-09-30,1500.0,0.05,375,PE,NFO-OPT,NFO
36517122,142645,TORNTPOWER25SEP1080CE,TORNTPOWER,0.0,2025-09-30,1080.0,0.05,375,CE,NFO-OPT,NFO
36517378,142646,TORNTPOWER25SEP1080PE,TORNTPOWER,0.0,2025-09-30,1080.0,0.05,375,PE,NFO-OPT,NFO
36519682,142655,TORNTPOWER25SEP1120CE,TORNTPOWER,0.0,2025-09-30,1120.0,0.05,375,CE,NFO-OPT,NFO
36519938,142656,TORNTPOWER25SEP1120PE,TORNTPOWER,0.0,2025-09-30,1120.0,0.05,375,PE,NFO-OPT,NFO
36520194,142657,TORNTPOWER25SEP1160CE,TORNTPOWER,0.0,2025-09-30,1160.0,0.05,375,CE,NFO-OPT,NFO
36520450,142658,TORNTPOWER25SEP1160PE,TORNTPOWER,0.0,2025-09-30,1160.0,0.05,375,PE,NFO-OPT,NFO
36520706,142659,TORNTPOWER25SEP1200CE,TORNTPOWER,0.0,2025-09-30,1200.0,0.05,375,CE,NFO-OPT,NFO
36520962,142660,TORNTPOWER25SEP1200PE,TORNTPOWER,0.0,2025-09-30,1200.0,0.05,375,PE,NFO-OPT,NFO
36521218,142661,TORNTPOWER25SEP1240CE,TORNTPOWER,0.0,2025-09-30,1240.0,0.05,375,CE,NFO-OPT,NFO
36521474,142662,TORNTPOWER25SEP1240PE,TORNTPOWER,0.0,2025-09-30,1240.0,0.05,375,PE,NFO-OPT,NFO
36521730,142663,TORNTPOWER25SEP1280CE,TORNTPOWER,0.0,2025-09-30,1280.0,0.05,375,CE,NFO-OPT,NFO
36521986,142664,TORNTPOWER25SEP1280PE,TORNTPOWER,0.0,2025-09-30,1280.0,0.05,375,PE,NFO-OPT,NFO
36522242,142665,TORNTPOWER25SEP1320CE,TORNTPOWER,0.0,2025-09-30,1320.0,0.05,375,CE,NFO-OPT,NFO
36522498,142666,TORNTPOWER25SEP1320PE,TORNTPOWER,0.0,2025-09-30,1320.0,0.05,375,PE,NFO-OPT,NFO
36522754,142667,TORNTPOWER25SEP1360CE,TORNTPOWER,0.0,2025-09-30,1360.0,0.05,375,CE,NFO-OPT,NFO
36523010,142668,TORNTPOWER25SEP1360PE,TORNTPOWER,0.0,2025-09-30,1360.0,0.05,375,PE,NFO-OPT,NFO
36523266,142669,TORNTPOWER25SEP1400CE,TORNTPOWER,0.0,2025-09-30,1400.0,0.05,375,CE,NFO-OPT,NFO
36523522,142670,TORNTPOWER25SEP1400PE,TORNTPOWER,0.0,2025-09-30,1400.0,0.05,375,PE,NFO-OPT,NFO
36523778,142671,TORNTPOWER25SEP1440CE,TORNTPOWER,0.0,2025-09-30,1440.0,0.05,375,CE,NFO-OPT,NFO
36524034,142672,TORNTPOWER25SEP1440PE,TORNTPOWER,0.0,2025-09-30,1440.0,0.05,375,PE,NFO-OPT,NFO
36524290,142673,TORNTPOWER25SEP1480CE,TORNTPOWER,0.0,2025-09-30,1480.0,0.05,375,CE,NFO-OPT,NFO
36524546,142674,TORNTPOWER25SEP1480PE,TORNTPOWER,0.0,2025-09-30,1480.0,0.05,375,PE,NFO-OPT,NFO
36524802,142675,TORNTPOWER25SEP1520CE,TORNTPOWER,0.0,2025-09-30,1520.0,0.05,375,CE,NFO-OPT,NFO
36525058,142676,TORNTPOWER25SEP1520PE,TORNTPOWER,0.0,2025-09-30,1520.0,0.05,375,PE,NFO-OPT,NFO
36525314,142677,TORNTPOWER25SEP1560CE,TORNTPOWER,0.0,2025-09-30,1560.0,0.05,375,CE,NFO-OPT,NFO
36525570,142678,TORNTPOWER25SEP1560PE,TORNTPOWER,0.0,2025-09-30,1560.0,0.05,375,PE,NFO-OPT,NFO
33579266,131169,TORNTPOWER25OCT1040CE,TORNTPOWER,0.0,2025-10-28,1040.0,0.05,375,CE,NFO-OPT,NFO
33579522,131170,TORNTPOWER25OCT1040PE,TORNTPOWER,0.0,2025-10-28,1040.0,0.05,375,PE,NFO-OPT,NFO
33580290,131173,TORNTPOWER25OCT1120CE,TORNTPOWER,0.0,2025-10-28,1120.0,0.05,375,CE,NFO-OPT,NFO
33580546,131174,TORNTPOWER25OCT1120PE,TORNTPOWER,0.0,2025-10-28,1120.0,0.05,375,PE,NFO-OPT,NFO
33580802,131175,TORNTPOWER25OCT1160CE,TORNTPOWER,0.0,2025-10-28,1160.0,0.05,375,CE,NFO-OPT,NFO
33581058,131176,TORNTPOWER25OCT1160PE,TORNTPOWER,0.0,2025-10-28,1160.0,0.05,375,PE,NFO-OPT,NFO
33581314,131177,TORNTPOWER25OCT1200CE,TORNTPOWER,0.0,2025-10-28,1200.0,0.05,375,CE,NFO-OPT,NFO
33581570,131178,TORNTPOWER25OCT1200PE,TORNTPOWER,0.0,2025-10-28,1200.0,0.05,375,PE,NFO-OPT,NFO
33581826,131179,TORNTPOWER25OCT1240CE,TORNTPOWER,0.0,2025-10-28,1240.0,0.05,375,CE,NFO-OPT,NFO
33582082,131180,TORNTPOWER25OCT1240PE,TORNTPOWER,0.0,2025-10-28,1240.0,0.05,375,PE,NFO-OPT,NFO
33582338,131181,TORNTPOWER25OCT1280CE,TORNTPOWER,0.0,2025-10-28,1280.0,0.05,375,CE,NFO-OPT,NFO
33582594,131182,TORNTPOWER25OCT1280PE,TORNTPOWER,0.0,2025-10-28,1280.0,0.05,375,PE,NFO-OPT,NFO
33588482,131205,TORNTPOWER25OCT1320CE,TORNTPOWER,0.0,2025-10-28,1320.0,0.05,375,CE,NFO-OPT,NFO
33604354,131267,TORNTPOWER25OCT1320PE,TORNTPOWER,0.0,2025-10-28,1320.0,0.05,375,PE,NFO-OPT,NFO
33604610,131268,TORNTPOWER25OCT1360CE,TORNTPOWER,0.0,2025-10-28,1360.0,0.05,375,CE,NFO-OPT,NFO
33604866,131269,TORNTPOWER25OCT1360PE,TORNTPOWER,0.0,2025-10-28,1360.0,0.05,375,PE,NFO-OPT,NFO
33606146,131274,TORNTPOWER25OCT1400CE,TORNTPOWER,0.0,2025-10-28,1400.0,0.05,375,CE,NFO-OPT,NFO
33608194,131282,TORNTPOWER25OCT1400PE,TORNTPOWER,0.0,2025-10-28,1400.0,0.05,375,PE,NFO-OPT,NFO
33610498,131291,TORNTPOWER25OCT1440CE,TORNTPOWER,0.0,2025-10-28,1440.0,0.05,375,CE,NFO-OPT,NFO
33610754,131292,TORNTPOWER25OCT1440PE,TORNTPOWER,0.0,2025-10-28,1440.0,0.05,375,PE,NFO-OPT,NFO
33611010,131293,TORNTPOWER25OCT1480CE,TORNTPOWER,0.0,2025-10-28,1480.0,0.05,375,CE,NFO-OPT,NFO
33611266,131294,TORNTPOWER25OCT1480PE,TORNTPOWER,0.0,2025-10-28,1480.0,0.05,375,PE,NFO-OPT,NFO
33611522,131295,TORNTPOWER25OCT1520CE,TORNTPOWER,0.0,2025-10-28,1520.0,0.05,375,CE,NFO-OPT,NFO
33611778,131296,TORNTPOWER25OCT1520PE,TORNTPOWER,0.0,2025-10-28,1520.0,0.05,375,PE,NFO-OPT,NFO
33612546,131299,TORNTPOWER25OCT1600CE,TORNTPOWER,0.0,2025-10-28,1600.0,0.05,375,CE,NFO-OPT,NFO
33612802,131300,TORNTPOWER25OCT1600PE,TORNTPOWER,0.0,2025-10-28,1600.0,0.05,375,PE,NFO-OPT,NFO
36536066,142719,TRENT25AUG5300CE,TRENT,0.0,2025-08-28,5300.0,0.05,100,CE,NFO-OPT,NFO
36536322,142720,TRENT25AUG5300PE,TRENT,0.0,2025-08-28,5300.0,0.05,100,PE,NFO-OPT,NFO
35709186,139489,TRENT25AUG5400CE,TRENT,0.0,2025-08-28,5400.0,0.05,100,CE,NFO-OPT,NFO
35709442,139490,TRENT25AUG5400PE,TRENT,0.0,2025-08-28,5400.0,0.05,100,PE,NFO-OPT,NFO
35708674,139487,TRENT25AUG5200CE,TRENT,0.0,2025-08-28,5200.0,0.05,100,CE,NFO-OPT,NFO
35708930,139488,TRENT25AUG5200PE,TRENT,0.0,2025-08-28,5200.0,0.05,100,PE,NFO-OPT,NFO
36536578,142721,TRENT25AUG5500CE,TRENT,0.0,2025-08-28,5500.0,0.05,100,CE,NFO-OPT,NFO
36536834,142722,TRENT25AUG5500PE,TRENT,0.0,2025-08-28,5500.0,0.05,100,PE,NFO-OPT,NFO
36535554,142717,TRENT25AUG5100CE,TRENT,0.0,2025-08-28,5100.0,0.05,100,CE,NFO-OPT,NFO
36535810,142718,TRENT25AUG5100PE,TRENT,0.0,2025-08-28,5100.0,0.05,100,PE,NFO-OPT,NFO
35709698,139491,TRENT25AUG5600CE,TRENT,0.0,2025-08-28,5600.0,0.05,100,CE,NFO-OPT,NFO
35709954,139492,TRENT25AUG5600PE,TRENT,0.0,2025-08-28,5600.0,0.05,100,PE,NFO-OPT,NFO
35708162,139485,TRENT25AUG5000CE,TRENT,0.0,2025-08-28,5000.0,0.05,100,CE,NFO-OPT,NFO
35708418,139486,TRENT25AUG5000PE,TRENT,0.0,2025-08-28,5000.0,0.05,100,PE,NFO-OPT,NFO
36537090,142723,TRENT25AUG5700CE,TRENT,0.0,2025-08-28,5700.0,0.05,100,CE,NFO-OPT,NFO
36537346,142724,TRENT25AUG5700PE,TRENT,0.0,2025-08-28,5700.0,0.05,100,PE,NFO-OPT,NFO
36535042,142715,TRENT25AUG4900CE,TRENT,0.0,2025-08-28,4900.0,0.05,100,CE,NFO-OPT,NFO
36535298,142716,TRENT25AUG4900PE,TRENT,0.0,2025-08-28,4900.0,0.05,100,PE,NFO-OPT,NFO
35710210,139493,TRENT25AUG5800CE,TRENT,0.0,2025-08-28,5800.0,0.05,100,CE,NFO-OPT,NFO
35710466,139494,TRENT25AUG5800PE,TRENT,0.0,2025-08-28,5800.0,0.05,100,PE,NFO-OPT,NFO
35707650,139483,TRENT25AUG4800CE,TRENT,0.0,2025-08-28,4800.0,0.05,100,CE,NFO-OPT,NFO
35707906,139484,TRENT25AUG4800PE,TRENT,0.0,2025-08-28,4800.0,0.05,100,PE,NFO-OPT,NFO
36537602,142725,TRENT25AUG5900CE,TRENT,0.0,2025-08-28,5900.0,0.05,100,CE,NFO-OPT,NFO
36537858,142726,TRENT25AUG5900PE,TRENT,0.0,2025-08-28,5900.0,0.05,100,PE,NFO-OPT,NFO
36534530,142713,TRENT25AUG4700CE,TRENT,0.0,2025-08-28,4700.0,0.05,100,CE,NFO-OPT,NFO
36534786,142714,TRENT25AUG4700PE,TRENT,0.0,2025-08-28,4700.0,0.05,100,PE,NFO-OPT,NFO
35710722,139495,TRENT25AUG6000CE,TRENT,0.0,2025-08-28,6000.0,0.05,100,CE,NFO-OPT,NFO
